text,actual,predicted
"I have recently gone to the movie theatres to see the new (2007) version of Bridge to Teribithia. After, I went to the library to rent the older version to see it again without paying again. I must say that I was extremely disappointed! I found the older version to have horrible acting as well as corny lines including Jessie saying, ""I know Daddy, but I hurt so much inside"" after Leslie dies. It was quite horribly done and the casting was not much better in my opinion. I watched in amazement all the while saying no wonder they remade it. The story is great but trust me spend the money and see the new version, if you just see the old one you may never experience the true magic of Teribithia.",0,1
"Tom is about to tuck into a delicious Jerry sandwich when a huge bird of prey swoops down and flies off with his snack. Not at all happy with having his sarnie stolen right from under his nose, Tom takes off in hot pursuit, determined to retrieve his mousy morsel.<br /><br />As much as I love Tom and Jerry, I have got to say that this one is a bit of a stinker: the story is rather mundane; it introduces a badly conceived peripheral character that lacks charm; and it flogs the old 'dress the cartoon character up as a woman' gag to death.<br /><br />In my opinion, 'Flirty Birdy' rivals 'Fraidy Cat' and 'Mouse in Manhattan' for the title of weakest Tom and Jerry caper thus far.",0,1
"Purchased this film for one dollar and figured I could never go wrong, my big mistake was watching it. Enjoyed the acting of Ice-T and the rapping which gave lots of class to this film about Los Angeles and the world of pimps. There is a boxer who kills one of his opponents in a practice ring and who has a career, but because of mental problems from childhood and the killing of this other boxer he retires. He gets hired by a pimp who is looking for a bodyguard to protect the girls that work for him at their trade and make sure they are not beaten up. This boxer falls in love with the boss's girlfriend and all kinds of trouble starts. This is entertaining and it then becomes a big laughing comedy.",0,1
"I was 19 in 1970 when it came out and having heard how funny it was when it came out and reading the reviews here, I finally rented it and watched it. I didn't laugh once - a very unfunny flick - and I usually love Reiner. I cannot for the life of me figure why this is seen as funny. I had not one chuckle. And I love comedies! Oh well, at least now I know what all the shouting was about. Not my idea of a comedy. Go rent The Navigator or The Love Nest by Buster Keaton - now THOSE are comedy classics! If you rent this one - have a back-up rental so your whole evening isn't a loss. Score 3 out of 10",0,1
"Not being a particular fan of westerns, I watched this primarily because I wanted to see Lucille Ball in something other than an ""I Love Lucy"" or ""Lucy Show"" type of role. Here she plays Christine Larson, owner of a saloon in the Arizona Territory in 1868 who's about to be married to the unscrupulous local Indian agent (Dean Jagger.) Ball's performance was OK - nothing really more than that; she didn't blow me away. It succeeded for me in that the role was very different from what I'm accustomed to seeing her in - there was very little of the outrageous physical comedy she later became famous for, although the movie tried to maintain a gently amusing feel throughout. (A typical funny line - ""there's two ways to deal with women - and no one knows either one of them!"") I didn't find the story all that compelling, although I appreciated that the Indians were shown as the victims of the Indian agent. There's typical shootout action and a lot of horses - your typical western in other words. As to Christine - we pretty much can guess from the beginning how her planned marriage is going to end up; it's just a question of how she's going to get there. If you like westerns, this would be a pretty typical one with a bit of humour thrown in. If you're not big on the genre, this will be lacking. I'm not big on the genre. 3/10",0,1
"This movie has some of the worst acting I've ever seen. Dennis Quaid's performance was high school caliber. While it's difficult to portray an off-the-wall character like Jerry Lee Lewis, it can be done. Just ask Jamie Foxx (although Ray Charles had more depth to his personality and musicianship than Lewis ever dreamed of possessing). The Phillips brothers portrayal belonged in The Dukes of Hazzard, and Alec Baldwin playing Jimmy Swaggart is a bit like Donald Duck performing Shakespeare. When Robert Duvall played a country preacher, I bought it. Baldwin never made me believe a single word. Wynona Ryder's part was the best, and she was mediocre. (And can anyone figure out how she was 13 when Lewis met her and still 13 more than a year later?) Some checking on the Internet reveals the essential facts presented by the film were true, at least no more fouled-up than most Hollywood bio pics. This film did badly at the box office, and it should have.",0,1
"I haven't seen this film in years, but the awful ""taste"" of Quaid's performance still lingers on my tongue. Some have commented on how Quaid has Jerry Lee Lewis ""to a tee"" but the fact is he only appears to have the most extreme stage Jerry in mind. Nobody acts that way all the time, and the performance comes off as hopelessly clownish, reducing Lewis to a buffoonish caricature. The nuances of a man's life are lost in the rubble of sheer over-acting.<br /><br />The author of the book this is based on (Nick Tosches) is a good writer, who has written several fine musical bios (I particularly liked ""Dino"" on Dean Martin); in the books Tosches gives us a full human being, both separate from and involved in the ""biz."" Quaid's acting seems to imply that Jerry never acted like a human being. If people were like this, no one would bother to hang around them. As cartoons go, it is mildly amusing, but otherwise it is one of the most egregious, film-destroying performances I have had the ""honor"" of viewing. Terrible...",0,1
"A romp across a disbelieving outback, this outragous adventure enchants through it's downright brazeness. Comedy from the clashing confrontation of cultural assumptions - as Drama from Crisis. Perhaps a little too Queenie for some - I would love to have watched IN a cinema audience in the outback. Shockingly good",0,1
"Shaggy, friendly yet frustrating film has the same old message: if you want to make it in this world, being imaginative isn't enough, you have to live up to your place in society and that means living by the (heterosexual) rules that govern us. Drag queen comedy-drama from Australia is a mostly upbeat journey of three male friends traveling across the Outback in their pink bus, christened Priscilla. While not a formula film per se, there are the obligatory ""road movie"" sequences (bonding by the bonfire, facing down the rednecks, etc.). Writer-director Stephan Elliott follows every potentially mean-spirited moment with a little humor and sympathy, but there are puzzling gaps in his narrative, a dire subplot about a gay man's relationship with his ex-wife and estranged pre-teen son (both of whom are comfortable--and the child wise--with his lifestyle), and a third act with no energy whatsoever. It has some wicked transvestite humor and a fairly game cast, but a script that seems to have been watered down along the way. ** from ***",0,1
"The costumes are outrageous and the Australian outback scenery is fun to view, but there is an edge to this story - a mean edge - about drag queens. I particularly noticed that in Terrence Stamp's character, ""Ralph Bernadette Bassenger."" Perhaps that was appropriate since there is nothing ""good-guy- like"" about Ralph-Bernadette and his group of ""queens."" <br /><br />Once again, we get the strong Liberal slant which says anything goes and if you're not ""with it"" - or in this case, pro-homosexual, then you are a homophobe. (Gasp!)<br /><br />What's really disturbing is the ending when a young boy goes off with his ""alternative-lifestyle"" father and embraces his gay lifestyle, not because it fit the story but because it fit the agenda of the people who wrote the script. Pitiful.",0,1
"like i'm sure other people have said this guy isn't a very worthwhile subject. sure, our society has a morbid fascination with death, and it's funny hearing him talk about how much he smokes and how much coffee he drinks, but he's into giving himself an unworthy mystique. anyway, the bottom line is that he's a moron racist using feeble methods to try to disprove the mountain of evidence of the holocaust, and as such he should be forgotten by time. but Morris is in love with any kind of curiosities, which normally i wouldn't fault him for.",0,1
"1st watched 1/1/2003 - 3 out of 10(Dir-Henri Verneuil): Sober drama about a well-to-do Doctor who gets into trouble carrying on a relationship with a younger woman, whom his family brings in to live with them, as well as being married to another in the same household. His searching for happiness is not clear, but they do bring out the reason for his unhappiness rather well by displaying the overbearing trait of the females in his wife's line. Well played, but predictable drama.",0,1
"While it has been many decades since I last read Mr. Wells ""War of the Worlds"", or ""The Time Machine"", or any other of his works, I believe that they were all set in London, or at least, in England. This Grade ""B"" (""C""?) movie is set in the Eastern part of the United States as was Orson Welles excellent radio adaptation 67 years ago. However, this film exhibits none of the quality of the narrative style of the Mercury Playhouse program. Thomas Howell's emoting would not be acceptable in most high school drama clubs. I was actually embarrassed for him. His rolling around in the grass on the hill crying ""My family, my family"" was almost laughable, as was his reaction to the death of his brother. Of the three film versions of the story that I have seen, this was by far the worst, with Gene Barry's 1950's version the best. Additionaally, this was the first time I ever saw a ""machine monster"" dripping sticky saliva such as did the creature in the ""Alien"".",0,1
"It is hard to imagine anyone making a Tom Cruise film look good; hard indeed, but this one makes him look good. Very good. Actually, it makes him look like Sir John Gielgud celebrating Very Good Acting Day with a bravura performance.<br /><br />The acting from the entire ensemble struggled to rise above the risible and failed. The fault was, in part let us be fair, that the plot bore as much resemblance to the HG Wells original as did the butchered carcasses of the human victims in the film to their living predecessors: both were bloodied and violated remnants of more attractive predecessor. But to describe a plot such as this to be a bit holy is to say of the Colander ""My, this kitchen utensil has a remarkable lot of holes"", unless, that is, holes are your bag; in which case this film will commend itself to you.<br /><br />The fault in the other part was that these were demotivated, jobbing, DVD actors who knew full well, one assumes, that this was their exhibition that would wind up on the $5 DVD shelf. And overpriced at that.<br /><br />So should you watch it? Why yes, of course, you should. You are a miserable sinner and deserve punishment.",0,1
"New Year 2006, and I'm watching Glimmer Man again. Say what you like, I find Steven Seagal's movies amusing. Like many comments, good fight sequences - I particularly liked his answering of the phone at the restaurant saying how long it would be closed for restoration. Bit like Schwarzenegger's humour in the earlier action films - although that tended to be self-deprecating.<br /><br />But the one I like here is Brian Cox. One of the most versatile actors around. Pity about his hand and foot, but so much for withstanding extended interrogation - must have flunked that class at the ""farm"".<br /><br />As the films went on I wonder just how the ever thickening girth of Seagal affected his movement?. Never mind, it's entertainment!.",0,1
A not so good action thriller because it unsuccessfully trends the same water as early Steven Seagal films because there is not a very good set piece. Steven Seagal plays the same kind of character that he has played since Above the Law. In my opinion the performance of Keenen Ivory Wayans is wasted in such an average film and belongs in a much better film. Bob Gunton is okay as the main heavy. The best acting in the entire film belongs to Brian Cox who is very frightening in the role of the murderer. My favorite scenes are the fight scenes with the Russian mafia. One of the film reasons to see The Glimmer Man(1996) is for the brief appearence of the beautiful and voluptupus Nikki Cox. Its too bad that there were not more scenes with her in them.,0,1
"Most critics have written devastating about that Michalkov-movie, but I wanted it to see myself. And, unfortunately, they are right. The film had the greatest budget ever in Russian movie history, two international stars, colorful mass scenes, apparently shot quite close to the Kremlin - but in the end it appears to be a nice, sweet nothing. You would not believe, that this director earlier has made masterpieces like Urga and Burnt By the Sun. The characters in the storyline are not convincing, neither Jane nor McCracken nor Andrej. Only general Radlov worth being mentioned. It remains on the surface all the time. Politically it is to me a glorification of the army, and especially the Russian one with values like honor and duty. And, having lived at least half a year in Siberia: My Russia is much more than the one that is depicted in Michalkovs movie. Regarding ""Burnt By The Sun"" by the same director as a no-question-10-points-movie, one of the best I ever seen in my entire life, I was totally disappointed by that one. Sorry. Nevertheless, Michalkovs unique talent in delivering amazingly beautiful pictures is still there.",0,1
"Robert Lansing plays a scientist experimenting with passing objects through solid matter, but he goes too far one night and unintentionally makes himself four-dimensional! Atomic-age fantasy is rather charming in a very cheesy way. Perhaps it was considered a thoughtful sci-fi in its time (with psychological overtones), yet seen today the film is mildly overbaked and naive; it's a camp-fest tailor-made for TV's late-late show. Wooden performances by Lansing and Lee Meriwether barely rate as one-dimensional, though Patty Duke (playing a cute brat pre-""Miracle Worker"") gets a colorful, memorable exit. <br /><br />** from ****",0,1
"With Al Jolson at the height of his popularity and Warner Brothers's the Jazz Singer having been the highest grossing film of 1927, it was inevitable that the other studios would churn out a few vehicles for their own Jolson-esquire characters. But while the Jazz Singer was a sensation for its being the first part-talkie, the Matinée Idol lacks the singing voice of its star (the now obscure Johnnie Walker), and has to make do with just his visual antics.<br /><br />The Matinée Idol was an early directorial assignment for the renowned Frank Capra. Capra's first couple of full-length features for Harry Langdon reveal a very showy, excessive style, which made Langdon's already mediocre slapstick almost unwatchable. A couple of pictures later and Capra has learnt to ease off a bit, with some fairly regular and decent camera-work. However he still shows no aptitude for shooting physical comedy. The longest comic routine - the stage performance - seems to have a few good gags, but it's all cut up into lots of different camera angles, and there is no chance for the comedy to flow naturally from the performances. Theoretically, a good portion of the jokes are in the intertitles, but there are far too many of these and none of them is especially funny.<br /><br />Of course, Capra would eventually mature into a fine dramatic and romantic director, and you can see him beginning to develop in this respect. He cuts down the line, closing in on Walker and Bessie love in the scene where she first lays eyes on him in his Don Wilson get up, neatly establishing the wordless connection between them. Then there is some beautiful and tender framing of the couple in their scene together at the masquerade, which is all very reminiscent of the love scenes in Capra's early 30s output.<br /><br />Johnnie Walker, Columbia's answer to Al Jolson, is not an exceptional talent. His comic timing is good but there is nothing to make him stand out. Bessie Love on the other hand is a pretty good actress too, with a very expressive face. Kudos to her for getting involved with the physical comedy and losing her dignity with the boys. There's also a good role for Lionel Belmore, that rotund and jolly character actor who seems to turn up in absolutely everything in the late 20s and early 30s.<br /><br />The Matinée Idol is one of those pictures that has gained more than its fair share of attention thanks to its director later having made a handful of masterpieces. In and of itself it is a very uninteresting piece, and like most of Capra's work before he met Robert Riskin, a disappointment.",0,1
This movie is one of the poorest adaptations of a fabulous book that I've seen. Jean George's novel is a fantastic book that I think is an outstanding read for any child. I can't give the same endorsement to this movie.,0,1
"The Disney studios' remake of their own 1965 slapstick classic concerns a clever feline leading an F.B.I. agent to a kidnapped woman. Christina Ricci gives a churlish, let-me-outta-here performance as the cat's owner and the fed is played by Doug E. Doug, embarrassingly over-the-top, like a human cartoon. A pair of rich neurotics (Dyan Cannon and original ""Cat"" cast member Dean Jones) are funny and the formula-plot still has a little juice left in it, but the handling here is so heavy and lugubrious, and the cat is so lifeless, that it's strictly D.O.A. <br /><br />* from ****",0,1
"I really enjoyed the first film and when it turned up again, without thinking, or checking, I took a family of friends to see it. I was ashamed that I had enthused so much about it to them.<br /><br />Disney processed the original film just like the human body processes a delicious meal - takes in something good and turns out ... well, you know. And by having a dark-skinned person as the FBI man, the results of fingerprinting the informant were subdued.<br /><br />Taken as an isolated film, I suppose it is not too bad if one likes that weird sort of thing, but when one has read the book or seen the first film - horrible!",0,1
"On one Thursday evening at 10:00pm, my local west coast ABC affiliate aired the pilot episode of ""Northern Exposure"". The ABC Network usually airs ""Men In Trees"" in that time slot but the program was preempted for a live sporting event.<br /><br />Despite both shows are set in Alaska and filmed on location in the Pacific Northwest (Exposure in Washington state, Trees in Vancouver, BC), re-watching ""Northern Exposure"" (as well as few episodes of ""Sex and the City"") reminds me how disappointed I am with the poorly conceived hybrid ""Men in Trees"". <br /><br />Anne Heche can be a good actress with the right material. Unfortunately her role as a writer who ends up in a small town in Alaska grates on my nerves. Perhaps because I feel that Heche is miscast, I am not convinced of her ""fish-out-of-water"" character.<br /><br />I also cannot help but feel that the supporting cast fits the typical quirky stereotypes. The hot-looking local, the kindly bar owner, the bush pilot, the local police officers, the dim but well-intentioned radio DJ, etc.<br /><br />The only stereotype that may have been broken was teddy bear and veteran ""ER"" actor Abraham Benrubi as the local bartender in love with two different women. Considering that one of the executive producers is filmmaker James Mangold, (his movies ""Heavy"" and ""Cop Land"" had lead characters who were large men) then I am not surprised why Benrubi was cast in a non-typical role.<br /><br />Nonetheless, I can see why there are a lot of dedicated viewers who love ""Men in Trees"". It fits the quirky niche for television audiences. I wished the show could find its own voice instead of borrowing ideas from better shows.",0,1
"This show is awesome and we have been enjoying it thoroughly. Set in Alaska, I don't agree with the homosexual content on tonight's show. I feel that you are pushing too hard to bring New York to Alaska. Its one thing to have a New Yorker struggling in the Alaska wild, but to try to turn the Alaska town into New York? This is a nice show about dainty women and true Alaska Men and to bring a same sex couple into the mix is throwing the balance way off. Alaska should be Portrayed as a man and New York as the woman. I think the first 9 shows have the perfect balance with what you all are doing. Can't we have a nice show without the imbalance of nature.",0,1
"Ill-tempered, verbally abusive movie studio chief runs his male assistant ragged with nit-picking requests, keeping the young man firmly under his thumb with constant threats of unemployment; after a year of office-terror, the working stiff finally cracks. Writer-director George Huang has possibly bit off more than he can chew here. His ""Swimming With Sharks"" isn't a diatribe against Hollywood, nor is it a tribute to the hard-working underling...instead, it's stunt film-making with a twist, a one-trick pony with tunnel-vision. The surroundings don't look or feel like Tinsel Town (perhaps due to a limited budget), and we never get a sense of this stressful environment as a movie-making entity (it could be a realtor's office in the Valley, for all we know). Lead Kevin Spacey, who also served as one of the film's producers, gives a controlled and focused performance as the power-mad mogul whose ego is out of control; he does good work, and yet the character doesn't ring true. We learn so little about him and his acquaintances that his important position and high-ranking status fail to jibe with what we do see; who does this man answer to? what drives him beyond humiliating others for sport? what projects is he juggling aside from the one script we see passed around? The film is so emotionally stunted and underpopulated, it begins to seem like a stage-play padded out for the big screen--and yet one without enough characters or motivations in it. Perhaps Huang wanted to keep things simple, but instead his movie looks like a half-baked project which needed a lot more insight, humor, and atmosphere. ** from ****",0,1
"This soap is worse than bad: it's poisonous. Of the many television shows that have had a corrosive influence on British society over the past twenty years, Eastenders is the prime example. For two decades this show has celebrated the oaf, the thug, the wide-boy, the tart, the gobby, the violent, the sexually-incontinent, the criminal, the ignorant, the unambitious ...<br /><br />How many times has someone or other remarked that Eastenders ""mirrors life""? Life on which planet, exactly? <br /><br />It's written about ""working-class"" characters, as imagined by middle-class people who have taken a course in creative writing. Eager to show to their middle-class peers how familiar they are with the ""working-class"" they dream up the lumpen rabble that is the citizenry of Eastenders.<br /><br />This has a toxic effect on some minds less well-equipped than others to handle fiction, and so we find members of the real population assuming the attitudes and demeanour of the inhabitants of Walford.<br /><br />Thus, it came to pass that Eastenders mirrors life; but only after life had been hoodwinked into mirroring Eastenders.<br /><br />Other soaps have followed in EE's footsteps, filled to their stinking gunwhales with ugly, potato-faced, shaven-headed, pot-bellied characters, scowling at each other and issuing threats constantly. This is the proletariat as perceived by the writers who produce this trash. The writers will grow rich on the proceeds of such output, and will go on to enjoy the finer things of life in their rarified enclaves. Meanwhile, the burgeoning number of new, TV-induced drones will proceed inexorably toward cultural bankruptcy.<br /><br />And there you have the new priests and the new creatures of the early 21st century. Much of this is due to the immeasurable power of that illuminated boxful of dancing pixels in the corner of your living-room. It's your fault, gentle reader: that's what you chose as the only window through which to look out from your prison.",0,1
"This quirky and watchable film is the story of a deluded dentist who starts out on his mission or crusade to fight tooth decay in the back and beyonds of Patagonia. Hailing from Northern Ireland, via New Jersey, the main character, Fergus, sees his crusade as a mission of mass importance and approaches it with all the enthusiasm, vitality, discipline and attention to detail one would expect from a trained dentist. Which adds to the hilarity, as his grand plans unravel and gradually fall to pieces as he goes from disaster to debacle in the Patagonian outback on the back of a customised motor bike or his, er, mobile dental unit. We never get to meet his wife, nor the rich philanthropist who is sponsoring the ill-fated mission, but, we do get a solid display from Lewis. Fans of his work will not be disappointed with his very believable performance as the deluded dentist who is gallantly adored by the, innocent but sexy, 18 year old female lead who tags along on for the *ahem* ride.<br /><br />This film is not for everyone and I can understand why it wasn't pushed by the suits. It's a low budget, sometimes charming, always disarming, mildly amusing and instantly forgettable film that sets out with low expectations and almost succeeds.",0,1
"** out of **** stars<br /><br />Let's see...14 divided by 20 times the square root of 13 equals 23, which was my departed grandmother's favorite number and the year she was born, 23 minutes past the 23rd hour. Assign the number any way you choose and ooh be very scared. Be EXTREMELY scared when you throw in a brain-dead looking mutt to go with 23, and you have Schumacher's latest attempt at a dark suspense fest with The Number 23. Oh yeah, 23 is also my record in Cuervo shots at my favorite dive on 23rd street in the 23rd state in the union.<br /><br />Carrey carries the film to about it's halfway point, then we lose sight of him, not caring much. Don't look for any crazy expressions to come from the comedian Carrey, as you have seen in The Mask and Me, Myself and Irene. No. And don't expect an embodiment of a character as he did with Andy Kaufman. This role is a sad and peculiar devolvement for Jimbo. Where's The Riddler when you need him! I know, we don't need him. Virginia Madsen, like usual, is underused as the supportive, speculative and peculiar wife. Her talent, like Carrey's, is suppressed, and it's almost painful to watch her try to rescue her underdeveloped character from near anonymity. <br /><br />To give credit where credit is due, there are a couple of interesting scenes in The Number 23 that showcase some very crafty cinematography. They are arresting enough on their own without having to be convoluted within the incoherent narrative of this silly story.<br /><br />I don't know about you, (and I realize this is a work of absolute fiction) but I don't know of anyone who often reads his novel in a dank, dark basement, or spends his time at graveyards on a regular basis like Carrey does in this movie. Schumacher keeps his film dark and blood-red and gloomy and rainy and smoggy and gloomy and rainy and dank and on and on and on from beginning to end. Even Flatliners and The Lost Boys had a little more daylight in them, and we're talking about medical students obsessed with death and teenage vampires!<br /><br />If you feel like watching this film, even if it's out of mere curiosity...make sure you do it while enjoying about 23 catnaps, that way you can kill 23 birds with one stone.",0,1
"There was a time when Joel Schumacher was ranked quite high on my list of favorite directors. Back in the late 80's and early 90's, when his name was attached to several great films like ""The Lost Boys"", ""Flatliners"" and ""Falling Down"", he truly was one of the most gifted directors in Hollywood. Then came the stupid ""Batman"" sequels, unfortunately, and after that it seemed as if every potentially sublime screenplay turned into a gigantic mess in Schumacher's hands. Both ""8MM"" and ""Phone Booth"" could have been much better films and even the incredibly imbecilic concept of ""The Number 23"" should have been processed into a slightly more compelling and entertaining movie. Literally from start to finish, ""The Number 23"" desperately attempts to be a mysterious and uncanny thriller and therefore uses all the dreadful clichés from the big book of cinema history, including heavy-voiced narration, flashbacks, disorderly structure, characters with multiple personalities, numerous plot twists that grow increasingly absurd and sinister asylum settings. Nothing helps, however, simply due to the sheer silliness of the basic formula and the clearly uninspired engagement of cast & crew. As much as you try to associate with the lead character and be open-minded regarding the insane theories, this still remains a movie about a two-digit number and two-digit numbers aren't scary. Walter Sparrow (Jim Carrey in a rare non-comical role) is a bored animal trapper whose wife Agatha gives him a bizarre book on his birthday. The book tells about all sorts of devilish theories and strange coincidences that are linked to the number 23. Walter almost promptly identifies himself with the book's protagonist (a sleazy detective investigating a grim case of suicide) and begins to spot copious examples of the 23 enigma in his own private life. I did some research on Google and Wikipedia and, apparently, this whole 23 numerology nonsense really exists and certain people honestly believe that most catastrophes and accidents are directly connected to this evil number. Well, that's just  crazy! But hey, I'm not here to judge people's beliefs and fears, regardless of how demented they are, and I can only share my humble opinion on a movie that is based on an out-and-out berserk enigma. ""The Number 23"" is not suspenseful, in spite of several gloomy set pieces and nasty make-up effects, and never at one point manages to make you contemplate about the role of numbers in your own life. All cast members perform below their normal capacities, but it was still nevertheless a joy to see the lovely Mrs. Virginia Madsen in a relatively big production again. Definitely not recommended in case you're looking for a solid and creepy evening of thriller fun, but endurable and not entirely without merit.",0,1
"I would not recommend this movie. Even though it is rated G and is clearly for kids there is quite a lot of swearing (including the dreaded 'F' and 'S' words). This kind of language doesn't offend me particularly but in a kids film? Come on.<br /><br />There was also quite a bit of implied sexual content, between one of the early adolescent male characters and any willing adult woman who came along - including a prostitute! <br /><br />The acting was as good as it gets in this genre of film but the story line was very very cheesy and even my four year old remarked that it was 'stupid'.<br /><br />Despite having Elizabeth Shue, this film is definitely not worth checking out if you haven't seen it.",0,1
"Masterpiece. Carrot Top blows the screen away. Never has one movie captured the essence of the human spirit quite like ""Chairman of the Board."" 10/10... don't miss this instant classic.",0,1
"Why wasn't this voted for Best Picture of 1998? This has to be the best movie ever. It makes something like Citzen Kane look like utter crap, come on, Citzen Kane wasn't even in color! I love this movie, it has to be the best movie I've ever put money down on. I am still shocked that it wasn't nominated for ANYTHING!<br /><br /> If 10 is the highest you can give it, I give it 20!",0,1
"I watched this with great trepidation, and my trepidation was well founded, it seems. What was this movie about? Knight? The season? The Players? What? It was all over the place all the time. It had no tension (sorry, we all knew Bobby was going to curse and throw things) but Brian Denehy, a fine actor, comes across as mailing in the anger and delivering zero tension. Cheaply shot, like a MacGiver episode. Contrast this Thanksgiving main course with the job HBO did on the Don King movie ""only in America"" to show how to do sports biopics, warts and all. Notice that ESPN promoted the hell out of it and then never showed it again?",0,1
"Well, for a start, I must say that, here, in Russia, a saga of Geralt of Rivia is known and loved. Andrzej Sapkowski - a gifted writer, or, maybe, even genius of some sort - created one of the most realistic, honest, cynical and God d@mn well written fantasy worlds in a history of literature. And when such amazing material gets in a right hands well, see RPG game ""Witcher"" and you will understand what I am talking about.<br /><br />""Vedmak\Wiedzmin"" is an excellent example of the opposite outcome.<br /><br />Lack of budget. Lack of directing. Lack of good script.<br /><br />These three whales of Disgusting Movie Making sunken this movie, ate it alive. Acting is good, sometimes even more than good but for god sake it can not save this project. <br /><br />I still have some faith though. I still hope that someday a new Vedmak movies will be created and entire world will see magnitude and breathtaking splendor of Sapkowski's books. p.s. But before that a Uwe Boll must be eliminated. Just in case, you know",0,1
"a very mediocre film based on a superb series of stories and novels. I hope Somebody, someday will be able to film it the right way. In the meantime, look for the books (by A. Sapkowski), a very inteligent, postmodern fantasy. By now there should be a translation in english, there translations in german for sure.",0,1
"Yes, that's true. That movie is a horrible piece of... you know what. Almost all fans of Sapkowski's books in Poland think the same. The truth is that polish cinematography can not afford producing fantasy films. It's a shame when you compare ""Wiedzmin"" and ""Conan the Barbarian"" for example. I hope no one outside Poland will ever see this nightmare.",0,1
"This movie was filmed in my hometown and I was acquainted with many of the ""actors"" in minor rolls. Most of them were students at the local karate school and even at the time it was filmed we all knew what a stinker it was. It was interesting however to see it being made. Most of the places it was filmed at no longer exist, such as the nightclub, the pizza shop, etc. The ""world premiere"" was held at The Akron Civic Theatre and we all laughed hysterically at how inane it was. I personally believe it's the worst movie ever made but it brings back many fond memories for me. Watch this movie with a word of advice...enjoy it for what it is..a very low budget, poorly made , karate flick.",0,1
"Yes, it might be not historically accurate(actually only 6 soldiers of 9th rota were killed there), and yes, it has some mistakes and exaggeration(bended machine gun? come on! or the that ""history lesson"" about how Afghanistan was never conquered by anyone - educated Russian officer would know history much better than that - take for example British campaign in Afghanistan). And yes, it does not have multi-million dollars Hollywood-style special effects, but it's strongest point in showing soldier's life there, their relationships and their feelings when the best friends are being killed in front of their eyes. In my opinion 9ya rota really does a good job showing all those things.<br /><br />Again, movie has it weaknesses, but, in my opinion, it appears to be one of the strongest Russian movie for the past few years.<br /><br />8/10",0,1
"I know most of the other reviews say that this movie was great, but I have to disagree.<br /><br />Sure, it's a good book! It was actually one of my favorites when I was verrry little. But it's just not meant for theaters. Maybe for a little half-hour short, but I don't see how they can turn a short kiddie book into a whole feature film.<br /><br />It is a cute movie, but I would only recommend it for really little kids. Older kids will have no interest it. Adults may have a little more interest if they watch it with their young ones. But anyone ages 7-Adult will have a snore-fest.<br /><br />Sorry if you disagree with me, but this is my opinion. :)",0,1
"The voyage here is a search for God, the big guy in the sky, the big cheese with a beard. Cunningly disguised as the thirst for ultimate knowledge. Taking over from Leonard Nimoy in the directing chair is The Shat himself, Captain Tiberius William Shatner Kirk. In an attempt at blending the fun corny aspects of the series with sci-fi histrionics {Klingon dialogue consultant, really?}, Shatner and his co-writers have only achieved what is almost an embarrassing parody of a parody. Where's the danger,? where's the brothers in arms spirit,? in fact where is our badly underwritten crew?. Star Trek humour is a wonderful thing, when it's in the right places and done with a straight lace so befitting what has come before The Final Frontier. Some light moments exist, but they do not compensate for the lack of serious moments. While do we really need another Spock revelation,? really?.<br /><br />Some nice sets and little knowingly Trek moments aside, The Final Frontier is just a bad movie experience. 3/10",0,1
